income,loan_amount,payment_delays,employment_length,age,default
77730.85,25441.47,1.0,1.9,65,0
36480.71,8296.14,4.0,4.5,52,0
80869.84,45290.11,6.0,6.7,33,0
60278.7,26833.99,,6.7,42,0
57048.23,37409.43,9.0,10.4,21,1
10000.0,34809.56,,3.9,24,1
19120.46,34707.96,0.0,6.3,54,0
38980.39,14561.22,3.0,1.3,66,0
10000.0,31512.49,1.0,4.8,21,1
73238.25,19943.38,0.0,8.6,46,0
48224.6,15084.11,2.0,4.7,29,0
89601.69,18920.34,,3.7,20,0
34565.05,25769.64,1.0,0.0,23,0
10000.0,17118.85,9.0,1.8,23,1
20323.39,10438.14,5.0,3.1,67,0
59184.89,23708.57,,4.6,27,0
83114.84,32042.58,1.0,4.2,32,0
50763.63,16944.7,,6.8,37,0
79755.39,38132.2,5.0,1.2,63,0
49766.28,32391.45,2.0,2.3,68,0
68932.87,14786.57,6.0,1.7,54,1
,45235.23,2.0,5.6,30,0
66407.51,30146.54,3.0,9.1,26,0
28032.9,26020.0,2.0,6.5,57,0
57971.8,28934.41,2.0,5.1,61,0
53035.45,11607.09,1.0,1.5,62,0
39195.24,37033.84,5.0,1.1,42,1
26055.7,13253.95,6.0,0.0,41,0
116975.52,35184.46,1.0,7.5,35,0
42091.69,16713.73,8.0,11.2,56,0
10000.0,3000.0,9.0,4.3,65,0
,29687.65,0.0,6.7,33,0
26922.92,16983.48,,6.4,52,0
42553.19,25389.03,9.0,4.2,23,1
10000.0,5928.14,3.0,8.0,46,0
33549.7,15223.13,1.0,4.9,39,0
57545.9,34580.6,5.0,3.2,45,1
10000.0,6931.97,7.0,4.3,44,0
85183.46,24073.51,4.0,3.2,50,0
51277.95,19081.92,0.0,3.7,32,0
55117.65,30569.89,5.0,4.4,65,1
38014.94,30478.54,1.0,9.8,67,0
56692.86,12338.57,,5.6,63,0
73015.2,37621.96,8.0,5.8,26,1
57159.49,36712.36,4.0,4.3,37,0
83967.78,42815.77,8.0,10.0,55,0
54217.97,12414.48,4.0,7.3,32,0
75133.66,43110.67,,5.7,29,0
62754.64,16656.26,6.0,5.0,39,0
10000.0,12411.13,6.0,6.0,31,1
23530.99,39597.01,5.0,2.8,57,1
25236.85,29993.21,8.0,5.7,41,1
26018.1,28659.64,0.0,0.0,55,0
17671.68,23674.34,7.0,2.7,25,1
83950.15,30362.52,4.0,4.1,42,0
,28256.09,0.0,5.9,49,0
10000.0,17756.37,9.0,5.6,44,1
73745.52,46357.97,1.0,4.5,36,0
67900.97,32377.34,0.0,1.0,35,0
116714.0,35937.67,3.0,6.5,18,0
47682.16,16646.46,7.0,6.2,38,1
10000.0,13863.06,,3.1,65,1
10000.0,12253.32,,1.5,34,1
83526.06,32372.3,3.0,,36,0
24529.91,15772.61,2.0,4.9,33,0
,42347.97,3.0,7.1,59,0
49176.12,28059.04,9.0,7.6,19,1
76639.16,25092.04,,8.4,54,0
10000.0,8426.99,0.0,,32,0
52046.01,37259.05,7.0,5.4,22,1
73629.38,37165.47,1.0,4.8,50,0
70727.94,48062.17,7.0,3.9,23,0
78884.36,18025.43,,1.5,40,0
10000.0,34505.32,5.0,5.6,52,1
46530.87,18075.43,0.0,7.9,19,0
49172.78,18714.59,5.0,3.6,66,0
94006.92,31825.49,,,22,1
132345.37,42464.58,0.0,6.4,54,0
93125.09,37801.22,,8.0,22,0
76887.41,35996.27,8.0,1.9,24,1
63436.7,13687.34,3.0,3.7,68,0
50986.09,21532.24,4.0,6.5,40,1
87919.45,49526.7,,1.0,26,0
56013.96,24984.14,3.0,5.6,52,0
35806.88,16784.32,0.0,2.9,21,0
48148.27,25512.62,3.0,,55,0
29074.04,23041.16,5.0,6.2,29,0
10000.0,16616.44,1.0,8.3,60,0
10000.0,12361.8,,8.7,27,0
51300.07,34248.13,2.0,0.0,52,0
10000.0,25644.65,9.0,9.3,57,1
15348.51,19139.77,0.0,4.9,51,0
64041.83,13808.37,3.0,7.2,20,0
27498.23,34859.02,0.0,1.9,43,0
13088.07,6418.6,,3.7,34,0
16502.7,7668.87,8.0,1.8,54,0
85817.29,18163.46,9.0,5.9,44,1
74829.57,34039.02,,2.1,57,1
24977.92,8218.03,3.0,6.0,20,0
64739.47,13947.89,3.0,5.2,50,0
53174.75,34740.97,9.0,5.0,51,1
74656.89,28978.54,9.0,10.4,58,0
88338.9,55466.82,7.0,2.3,26,1
10000.0,34587.15,1.0,6.6,40,1
62617.3,20436.95,,4.4,67,0
51139.96,30192.23,2.0,7.5,43,0
82885.65,50854.64,2.0,,33,0
10000.0,8163.64,7.0,4.4,38,0
11470.57,21653.68,6.0,4.5,62,1
52869.98,32513.95,2.0,8.0,34,0
41748.11,29566.83,8.0,3.3,40,0
60561.74,17403.33,3.0,,26,0
10000.0,17333.72,,7.2,25,0
85823.88,36193.24,4.0,2.9,69,0
55445.15,26135.33,3.0,7.0,68,0
55423.18,24474.84,3.0,0.0,34,1
45582.42,24485.43,,1.9,21,1
15535.45,17052.76,1.0,7.2,28,0
26697.5,25983.01,,1.9,68,1
99213.17,46616.01,9.0,2.4,62,0
52249.92,22583.84,9.0,1.6,26,1
50247.62,27101.38,5.0,3.1,48,0
75619.31,38937.06,0.0,4.1,65,0
26363.17,30968.48,3.0,6.7,23,0
62898.95,18723.56,5.0,10.3,58,0
54583.84,17809.34,0.0,8.8,18,0
41535.55,26543.1,5.0,,64,1
35409.25,12831.99,,1.1,56,0
69893.51,27681.21,2.0,9.3,63,0
66642.54,27841.94,5.0,12.5,60,0
27249.37,30281.87,1.0,6.8,32,0
64114.51,22248.24,0.0,5.9,46,0
16266.87,30844.29,7.0,11.2,67,0
29224.66,23010.82,3.0,3.8,21,0
61376.77,41001.64,1.0,,23,0
57655.95,16625.51,3.0,1.2,66,0
17571.73,17980.15,4.0,7.0,29,1
60643.67,13128.73,7.0,3.4,18,1
44451.33,24806.66,6.0,6.9,33,0
81861.68,42514.03,4.0,4.6,30,0
62596.07,13519.21,6.0,4.3,38,0
15989.68,11713.91,6.0,0.0,60,0
55490.25,13426.38,5.0,,48,0
26966.01,20613.8,6.0,4.5,63,0
52314.11,22760.04,6.0,10.1,31,0
61665.22,19254.69,1.0,0.0,34,0
64701.4,24330.5,9.0,5.5,43,0
21219.41,5243.88,6.0,5.7,41,0
31700.11,14149.29,5.0,7.9,40,1
51373.1,36462.18,4.0,4.6,57,0
36802.49,31519.38,,7.0,63,0
37412.13,18074.87,6.0,6.5,42,0
17931.78,10417.62,2.0,5.8,41,0
61241.79,39211.81,4.0,10.7,36,0
30475.44,18361.33,9.0,2.4,36,1
40255.6,31648.35,8.0,3.8,29,1
51237.58,29738.43,1.0,11.7,64,0
10000.0,3000.0,8.0,3.1,61,1
10000.0,28341.98,,,67,0
97605.08,50005.31,7.0,2.0,50,1
10000.0,24382.26,1.0,10.2,34,0
77607.56,37594.3,8.0,6.6,29,0
76620.84,18645.72,4.0,3.9,62,0
49452.87,21132.13,,2.6,22,0
94753.88,37719.32,1.0,5.6,40,0
74657.79,29462.31,7.0,3.1,69,1
55914.76,35048.31,3.0,9.2,18,0
61671.28,46340.96,1.0,3.6,50,0
78607.17,33183.29,4.0,1.7,22,0
61915.85,18992.6,3.0,4.6,67,0
75588.31,29451.72,0.0,4.5,43,0
98265.13,56439.98,,5.4,38,0
,20804.21,9.0,7.0,54,0
40673.07,34899.42,,10.9,40,0
24434.94,9751.09,,5.7,42,0
51417.8,25569.96,,6.7,35,0
112260.33,47913.89,,2.4,35,1
14672.97,20834.29,4.0,6.9,56,1
,31946.16,7.0,5.5,31,0
45943.25,39883.95,4.0,0.4,45,1
24550.59,20642.43,9.0,5.6,54,1
53574.94,17025.43,4.0,7.5,22,0
32825.37,27167.22,8.0,5.1,41,1
48438.48,24279.89,5.0,4.7,69,0
44965.39,21678.17,,,52,0
,27183.96,7.0,5.2,37,0
21114.79,7343.11,2.0,5.6,19,0
34750.76,23244.27,1.0,7.3,26,0
45253.18,24585.2,2.0,1.1,33,0
48977.87,24394.74,,5.3,53,0
50239.52,28889.54,3.0,0.3,28,1
67738.16,17028.07,8.0,11.7,53,0
,7529.19,7.0,3.6,40,1
41983.93,35943.02,9.0,7.3,41,0
22122.5,8970.91,4.0,4.5,61,0
19032.12,23114.38,3.0,6.1,43,0
60480.35,51512.42,4.0,2.5,46,0
52409.82,25293.79,1.0,2.5,61,0
33735.18,22250.94,9.0,0.4,39,1
32218.04,23454.4,9.0,5.0,41,1
10738.19,37192.35,7.0,10.1,49,0
81551.87,35242.92,4.0,3.6,60,0
,28071.08,6.0,3.1,65,0
10000.0,17674.28,9.0,3.3,29,1
52095.6,11419.12,6.0,5.5,54,0
27154.41,18892.12,6.0,,37,0
31882.58,22871.45,2.0,5.3,62,0
79647.43,48486.94,9.0,4.9,66,1
42796.75,39178.33,8.0,10.3,28,0
99854.25,24605.39,4.0,3.6,57,1
140076.05,49883.84,9.0,3.4,25,1
91215.04,31972.81,1.0,7.9,48,0
18260.58,31770.62,9.0,4.8,34,1
92148.27,32635.36,9.0,0.7,49,0
32797.34,18105.82,3.0,5.3,42,0
64981.68,20099.29,1.0,11.1,38,0
91481.96,28410.67,7.0,6.6,21,1
16377.52,17625.06,1.0,3.7,54,0
53630.99,13290.81,6.0,4.2,22,1
,24249.69,,1.8,63,1
,7384.5,4.0,1.6,37,1
10000.0,22800.84,5.0,3.4,51,1
71499.05,42713.3,8.0,1.1,60,1
10000.0,21615.01,,2.8,62,1
69533.59,26712.81,1.0,3.8,54,0
44250.73,26121.77,2.0,10.2,55,0
90194.47,28023.31,,3.8,22,0
16075.81,27025.08,0.0,8.3,25,0
47734.98,34971.65,0.0,,25,0
112858.12,44228.38,1.0,5.4,23,0
28724.69,37797.06,8.0,8.8,63,0
99180.8,43298.7,,3.7,37,0
26487.43,36104.45,1.0,3.6,30,0
54818.35,25311.34,0.0,1.6,32,0
24416.25,12866.16,6.0,7.9,23,0
,30712.16,1.0,6.6,41,0
12107.85,45695.43,3.0,,19,1
33889.3,26156.21,8.0,6.5,45,0
34808.69,7961.74,7.0,5.2,36,0
28590.14,39629.68,8.0,4.5,63,1
94076.43,33696.11,7.0,3.8,34,0
26870.64,8924.34,2.0,4.4,48,0
53665.99,23515.34,7.0,,29,0
105695.6,35035.23,7.0,5.1,56,0
57483.56,32895.29,1.0,0.3,48,1
10000.0,12455.94,3.0,0.8,42,0
110839.99,34208.04,1.0,8.2,24,0
83476.37,31643.09,9.0,8.0,42,0
88652.76,28496.56,4.0,5.4,43,0
90337.24,45738.71,0.0,7.3,32,0
47159.05,11092.97,,6.5,27,0
10000.0,17030.44,1.0,,63,0
79586.38,20943.86,0.0,1.8,33,0
10000.0,14268.08,4.0,7.5,53,0
10000.0,23263.44,5.0,8.2,48,0
49764.59,22699.72,0.0,4.6,41,0
81124.43,17224.89,6.0,,55,0
29601.28,15036.54,1.0,9.2,19,0
31756.82,33288.65,0.0,7.7,58,0
126598.83,60048.28,,4.4,40,0
77860.88,16613.65,0.0,1.0,18,0
63473.39,38305.09,6.0,7.0,18,1
94437.43,19887.49,8.0,3.6,51,1
68144.05,47632.89,7.0,9.9,55,0
16445.93,29035.91,6.0,2.4,49,1
13842.23,24603.71,0.0,6.0,63,0
45471.38,14655.57,8.0,2.3,34,1
41568.5,9313.7,0.0,7.4,21,0
113201.32,28142.02,9.0,3.4,34,1
46567.9,10313.58,5.0,10.3,31,0
102451.01,26549.39,9.0,0.0,49,1
61366.8,23507.06,3.0,5.4,57,0
74863.64,37588.37,5.0,4.5,48,0
10000.0,26532.29,4.0,4.4,19,1
121056.25,53283.11,9.0,7.6,55,0
27341.28,22185.87,0.0,4.4,23,0
83358.22,27475.22,1.0,3.7,51,0
10000.0,15011.47,5.0,3.0,18,1
99819.46,42333.6,2.0,5.2,19,0
10000.0,16197.28,4.0,4.7,44,0
20448.98,5089.8,2.0,4.4,34,0
36218.15,19237.54,2.0,0.8,21,1
38343.67,19379.67,9.0,3.8,66,1
39989.48,24169.48,3.0,6.7,22,0
61296.45,15792.47,5.0,3.3,58,0
17755.26,14195.87,2.0,5.4,58,0
59812.95,22435.36,,10.3,33,0
101506.45,49987.92,5.0,12.0,47,0
17956.41,19242.77,5.0,0.0,19,1
46799.1,21849.27,,4.5,23,0
75465.21,39126.24,8.0,0.4,67,1
10000.0,33619.35,7.0,4.6,33,1
11127.48,52668.31,,,26,1
66073.53,31508.43,8.0,5.0,41,1
39749.37,10687.67,1.0,5.1,28,0
56581.46,16915.49,5.0,5.0,46,0
62429.08,21850.29,8.0,3.7,26,0
10000.0,8379.23,1.0,,43,0
102269.47,23863.09,6.0,5.9,33,0
46826.6,46533.84,4.0,5.8,53,0
47906.31,10581.26,,5.3,46,0
44274.95,38765.11,7.0,6.9,20,0
66624.36,14324.87,4.0,0.0,69,0
72655.77,48682.33,3.0,2.1,67,1
10000.0,26731.19,4.0,3.8,52,1
74063.05,25194.56,5.0,3.7,49,0
11878.53,13786.01,8.0,6.8,28,1
34058.2,23320.63,3.0,4.9,65,0
17636.79,16556.36,0.0,2.2,30,0
33243.65,7648.73,6.0,4.4,20,0
39174.53,32898.88,5.0,5.0,32,0
43111.6,24081.73,6.0,6.4,22,1
10000.0,11175.69,9.0,5.4,49,1
50186.5,22123.76,7.0,2.4,25,0
63757.43,22529.33,4.0,4.3,34,0
47140.07,28814.91,4.0,2.3,54,0
32564.57,28517.72,,4.0,51,0
21527.26,5305.45,1.0,8.3,62,0
10000.0,23968.75,9.0,7.9,66,1
64762.71,26675.25,,8.8,45,0
57759.32,20731.62,7.0,7.3,33,1
37281.81,28684.18,6.0,6.4,29,0
10000.0,17257.27,3.0,0.0,66,0
43789.84,9757.97,2.0,5.7,41,0
32575.96,18918.99,9.0,5.1,53,1
90016.04,32202.0,2.0,3.4,35,0
83525.54,30525.8,1.0,7.8,53,0
25925.97,16526.14,2.0,0.1,56,0
71941.41,30319.54,,5.0,39,0
16495.77,7893.55,,2.7,39,0
88041.11,18608.22,4.0,3.5,53,0
55440.28,28922.35,0.0,3.2,44,0
112298.22,23459.64,5.0,3.7,26,0
28887.1,32276.33,,3.1,63,1
87354.93,53283.72,,3.5,24,1
93879.3,36852.18,6.0,11.4,38,0
35964.4,29577.41,4.0,4.3,51,0
10000.0,3000.0,5.0,0.9,40,0
72504.47,32773.65,2.0,8.3,44,0
20178.99,14989.57,5.0,8.1,48,0
39373.73,18843.95,2.0,8.3,30,0
25420.33,19210.71,7.0,2.9,30,1
,55356.08,0.0,0.7,29,0
51405.01,31231.65,5.0,5.7,35,0
60305.44,47860.82,3.0,12.4,53,0
49917.86,10983.57,9.0,7.1,53,0
26895.45,20707.46,2.0,7.7,39,1
67745.66,45206.63,9.0,9.0,43,0
77636.86,30255.95,9.0,,30,1
31185.26,21594.69,5.0,7.3,34,1
52588.07,41200.14,,6.0,21,1
81404.67,49490.26,0.0,4.0,59,0
14637.13,30521.38,6.0,5.9,55,0
44966.51,33233.03,,5.4,53,0
74624.17,36854.43,9.0,0.0,26,1
19344.52,26888.21,1.0,5.3,59,0
53779.55,20197.88,,,43,0
33829.62,10767.63,2.0,4.2,31,0
28669.03,16308.38,6.0,5.3,27,1
29021.21,15250.92,8.0,7.9,55,0
10000.0,23169.83,4.0,7.2,56,1
10000.0,3000.0,6.0,3.2,62,0
21180.13,5236.03,,2.2,32,0
62261.62,30045.96,,11.1,33,0
20484.63,14623.08,5.0,4.0,49,0
36378.59,35057.0,0.0,8.0,25,0
10000.0,4287.04,6.0,1.3,52,1
54081.77,20223.45,9.0,6.8,29,0
102043.23,48864.59,3.0,,44,0
66858.88,38280.2,7.0,6.9,34,0
42152.52,19068.05,8.0,6.6,38,0
62258.31,44654.08,8.0,,49,1
85368.62,30661.58,8.0,3.9,35,1
80018.83,37539.03,9.0,4.0,48,1
83744.73,27406.08,6.0,2.2,34,0
57224.98,16461.54,2.0,6.0,29,0
103479.89,48758.58,5.0,,25,0
39334.97,10414.16,6.0,2.9,57,0
93367.31,34442.52,6.0,4.6,33,0
71272.59,20158.31,2.0,7.5,26,0
30433.13,21413.9,3.0,7.6,33,0
10000.0,19917.42,7.0,1.8,18,1
56106.35,34948.63,2.0,2.7,53,0
10000.0,19479.68,9.0,8.8,24,1
56480.1,18373.58,1.0,0.6,45,0
20801.57,5160.31,6.0,5.9,18,0
74040.37,27439.26,,3.3,19,0
10076.84,15772.46,8.0,5.9,30,0
107344.69,38891.72,6.0,6.1,42,0
58103.83,23506.87,8.0,0.0,68,1
10000.0,10529.47,0.0,11.4,58,0
73142.95,22663.41,8.0,6.5,66,1
10000.0,5895.31,8.0,0.0,40,1
67571.14,29732.4,6.0,,58,1
25434.39,12493.94,,6.4,47,0
117944.16,28544.13,6.0,3.6,32,1
47881.68,30067.37,0.0,11.1,57,0
10000.0,3000.0,2.0,2.9,48,0
44484.53,9912.44,4.0,3.0,40,0
20165.99,14159.78,1.0,1.5,62,0
93615.55,21405.68,3.0,7.3,32,0
59487.6,12897.52,,6.5,20,0
37168.59,15923.85,4.0,6.0,55,0
62546.38,27928.81,9.0,11.6,43,0
75882.51,19400.03,7.0,6.3,57,0
73690.59,37805.08,8.0,7.7,21,1
10000.0,29706.0,9.0,0.0,21,1
90936.44,40967.63,6.0,,20,0
10000.0,19400.01,2.0,7.2,69,1
82667.7,23130.93,5.0,0.0,30,0
32013.46,14959.18,6.0,11.2,57,0
39754.83,15883.27,5.0,4.9,62,0
41420.32,17451.64,,1.4,27,1
53007.4,26506.61,4.0,2.4,34,0
87903.07,48563.31,7.0,3.8,64,0
88970.26,18938.79,9.0,3.7,29,0
55685.16,23570.51,7.0,,67,0
75009.8,29562.59,3.0,7.1,37,0
43167.01,24751.78,3.0,7.2,19,0
39464.85,27955.8,6.0,7.6,50,0
75936.04,28285.21,4.0,,59,0
81196.46,39185.7,,0.0,31,0
32268.44,33304.65,7.0,2.2,69,1
98892.5,51787.47,8.0,2.5,34,1
,19636.26,7.0,1.7,35,1
10000.0,13290.14,8.0,3.8,62,1
24680.4,18804.91,6.0,2.3,46,0
30946.15,15595.38,2.0,0.0,55,0
,21419.28,8.0,8.7,22,1
17380.37,16797.52,6.0,8.4,35,0
45268.75,27065.08,0.0,6.0,18,0
56275.22,29801.91,3.0,0.0,37,0
101816.95,49985.59,,8.8,63,0
82280.36,29942.02,1.0,9.0,66,0
121201.39,44237.47,,1.4,25,0
11103.18,16753.88,6.0,7.6,52,1
53908.5,30119.77,3.0,12.0,31,0
,20795.12,8.0,2.5,21,1
46223.73,36513.34,4.0,3.2,53,0
32742.83,20146.5,7.0,5.3,48,0
36665.63,34013.01,6.0,4.5,38,0
38070.77,29675.04,,6.3,58,0
71991.22,21410.44,3.0,0.6,41,0
59860.16,36373.61,,4.6,55,0
29705.04,24852.36,1.0,0.0,47,0
78178.25,18909.95,,6.1,57,0
10000.0,6922.65,6.0,3.9,52,0
74388.1,24262.75,8.0,8.6,32,0
64914.12,26702.2,,4.8,64,0
19693.75,18748.25,,10.5,59,0
56561.64,22659.68,4.0,6.3,48,0
18301.21,34274.56,5.0,5.3,47,0
63673.63,27835.48,2.0,1.7,62,0
10000.0,20870.55,0.0,3.7,52,0
64058.07,25296.21,2.0,4.3,18,0
10000.0,21032.62,8.0,8.9,65,0
64102.67,21979.75,0.0,4.3,37,0
13751.38,22611.51,,4.1,58,0
56028.01,12415.85,5.0,7.0,26,0
79269.79,27947.66,1.0,6.3,63,0
14235.55,18851.37,3.0,6.6,24,0
10000.0,17368.07,8.0,1.2,41,1
10000.0,7938.88,,9.9,44,0
34537.1,20343.56,5.0,9.6,69,0
13346.23,27624.1,6.0,3.2,21,1
10000.0,3000.0,0.0,7.2,68,0
16566.33,19222.22,1.0,2.7,63,1
84769.35,25024.76,2.0,7.3,24,0
93518.02,55442.69,1.0,,53,0
10000.0,20694.95,9.0,4.8,57,1
65169.67,39245.32,7.0,4.4,21,0
62853.63,27433.79,8.0,4.1,65,1
20698.49,5139.7,,,52,0
118575.73,49763.63,2.0,7.2,22,0
44935.74,11285.84,,3.3,35,0
51740.04,20871.15,2.0,1.0,42,0
10000.0,22136.87,9.0,4.3,47,1
67254.58,37909.57,2.0,5.1,35,0
10000.0,21055.84,1.0,,55,0
55028.17,29462.05,9.0,2.3,26,1
33189.48,25091.95,,4.0,28,0
29162.9,24736.9,0.0,1.4,58,0
28720.15,9708.94,6.0,8.0,37,0
,42062.47,1.0,3.1,54,0
78051.51,22932.11,,,69,0
75077.15,19616.21,,9.0,21,0
47997.79,38488.77,0.0,9.5,62,0
21874.23,12676.29,,0.0,56,0
32185.83,27484.61,8.0,3.2,68,1
29375.41,6875.08,2.0,3.5,67,0
59787.03,36315.57,3.0,8.6,18,0
59472.63,21812.01,4.0,5.8,28,1
50368.61,38889.48,1.0,6.6,31,0
78243.02,43575.88,8.0,11.5,38,0
41802.76,22934.76,0.0,0.4,42,0
64285.76,26778.43,0.0,5.8,58,0
12187.5,4839.2,1.0,6.1,42,0
108133.12,41639.05,7.0,3.1,63,1
79252.1,16970.14,5.0,0.0,29,1
26362.52,16961.75,5.0,3.4,60,0
76785.77,43806.23,2.0,2.2,60,0
75340.95,25384.31,2.0,0.3,37,0
10000.0,3000.0,8.0,5.0,22,0
80490.59,26236.73,0.0,3.7,64,0
18283.88,27278.7,1.0,0.0,68,0
68237.65,38697.52,4.0,6.4,41,0
,24212.06,5.0,4.9,21,0
,18566.76,2.0,1.4,24,1
141729.53,45651.75,8.0,,59,0
74421.1,32360.84,,6.2,47,0
46671.92,24518.98,8.0,0.5,42,0
,10069.26,6.0,,35,0
61971.54,20511.73,4.0,3.5,52,0
48722.93,14813.18,9.0,1.2,68,1
10000.0,8688.9,,6.2,22,0
38702.09,13255.76,,3.8,37,0
25918.71,14735.72,0.0,1.8,69,0
74449.02,38702.4,2.0,5.7,67,0
27831.86,31319.83,7.0,10.5,56,0
62766.19,22656.32,7.0,6.9,42,0
53674.01,26709.04,9.0,0.7,30,1
40802.39,19935.85,2.0,7.8,63,0
30655.56,33517.4,1.0,0.6,54,1
52667.11,37043.16,3.0,7.9,59,0
,20654.03,1.0,0.6,46,1
26982.19,26170.46,8.0,10.0,62,1
42253.0,36879.54,0.0,2.3,39,1
41294.61,20851.82,8.0,5.8,19,1
64533.21,17030.55,4.0,8.5,36,0
50750.25,37846.88,1.0,4.9,41,0
56660.11,41293.31,3.0,8.0,64,0
52869.03,25750.65,1.0,1.2,44,0
38974.46,36107.47,9.0,2.3,19,1
34264.69,10822.21,3.0,5.2,57,0
87904.68,31855.05,1.0,5.8,39,0
26169.83,8555.89,7.0,8.4,19,0
100166.49,36995.65,7.0,5.0,44,0
100958.88,38470.47,8.0,8.9,48,0
30112.35,32329.29,4.0,8.4,58,0
67254.97,28840.63,5.0,4.5,37,1
66713.58,32978.31,0.0,0.0,39,0
72620.92,15524.18,8.0,1.0,19,1
62867.07,13573.41,9.0,7.3,53,0
21007.27,34233.59,,5.0,36,1
93902.85,42506.09,,3.6,59,0
100444.4,21088.88,7.0,4.9,48,0
34053.6,7810.72,,0.0,60,0
27784.8,18482.57,,,69,1
10000.0,8561.22,6.0,3.1,69,1
64528.87,13905.77,2.0,0.0,40,0
42747.43,26937.92,2.0,1.7,59,0
14761.26,34028.38,9.0,5.8,32,1
54875.68,27900.24,1.0,,58,0
25095.56,13478.23,4.0,4.5,58,0
63287.73,32604.4,1.0,0.0,49,0
29350.33,34768.31,,0.0,69,1
25780.3,23347.6,,5.8,35,0
52707.0,17116.56,2.0,7.5,52,0
38907.3,29266.55,4.0,0.0,62,1
10000.0,30846.03,2.0,0.0,53,1
85139.27,22599.47,1.0,4.7,28,0
38611.35,10278.35,4.0,4.8,64,0
75798.81,24388.86,6.0,7.6,56,0
58522.25,13375.89,0.0,4.7,61,0
10000.0,17721.22,2.0,6.9,46,0
65651.17,16048.36,3.0,3.5,25,0
38428.42,9826.9,,3.5,43,0
43132.76,14929.26,9.0,2.4,29,1
115942.64,43436.82,9.0,4.9,21,1
64369.65,16939.83,0.0,7.3,68,0
45619.66,24768.89,2.0,8.0,68,0
37277.38,13851.33,3.0,3.9,24,0
108692.05,41547.73,5.0,7.1,51,1
49740.12,24994.98,4.0,5.1,60,0
80698.73,33241.96,,8.0,68,0
60314.41,34297.66,2.0,1.4,46,0
54825.06,34609.66,8.0,,23,0
80673.28,34638.79,4.0,7.6,61,0
57328.72,12465.74,3.0,3.9,54,0
49435.52,10887.1,8.0,6.0,51,0
65572.44,18308.57,2.0,5.2,32,0
15706.55,17287.89,5.0,6.3,22,0
63825.75,25001.74,7.0,2.4,57,0
53631.98,30947.38,2.0,0.0,66,1
35050.0,33113.18,6.0,7.2,51,0
60646.24,13129.25,8.0,7.0,21,0
31220.18,16955.44,,5.4,53,0
24518.72,5903.74,,9.0,53,0
84334.46,30100.87,0.0,5.1,53,0
74468.3,23499.23,4.0,4.9,68,0
74575.18,30168.92,4.0,4.5,43,0
88193.96,30127.95,5.0,7.7,21,0
70897.5,34137.57,2.0,4.9,39,0
10000.0,3000.0,9.0,8.4,66,1
79066.65,30014.1,,3.2,19,1
37798.5,27781.28,5.0,0.0,44,0
34317.11,7863.42,9.0,6.6,62,0
67854.07,22550.65,,6.3,34,0
80112.8,29420.34,9.0,10.4,67,0
64503.63,39046.22,2.0,12.2,38,0
45130.06,25139.06,6.0,1.4,69,1
76853.29,40035.35,2.0,9.7,60,0
57172.52,24124.11,8.0,5.5,64,0
,27459.98,7.0,3.9,19,1
19989.21,26584.36,4.0,,18,0
11495.85,30995.32,,4.0,66,0
40061.39,35462.98,7.0,4.9,46,0
20305.19,36951.72,2.0,5.7,22,1
90475.69,31992.84,5.0,6.0,54,1
10000.0,18356.68,4.0,9.4,64,0
28754.79,24274.32,1.0,8.9,64,0
10000.0,3000.0,,1.3,38,1
61899.2,27451.57,4.0,8.3,30,0
31044.85,31513.14,1.0,3.1,51,0
100099.58,26437.78,1.0,6.9,65,0
61463.63,25229.39,,5.6,29,0
,9276.71,6.0,5.5,18,1
57461.75,37235.78,2.0,10.7,18,0
63237.76,32125.66,7.0,4.6,62,0
73668.86,33145.01,9.0,6.4,62,0
79954.82,42064.34,2.0,11.1,34,0
38410.19,17329.89,2.0,3.6,47,0
24402.41,33687.28,1.0,3.7,20,1
61373.82,30684.86,7.0,7.4,30,0
101582.34,21316.47,3.0,0.1,57,0
88150.4,30965.95,4.0,5.5,26,0
107187.87,29106.2,4.0,6.2,45,0
98679.76,35077.1,,5.2,25,0
15613.56,23282.71,5.0,5.6,32,1
48814.44,15020.89,9.0,7.0,58,1
46523.18,18895.8,1.0,4.0,46,0
53443.85,20796.46,0.0,1.3,34,0
55449.64,36078.07,7.0,6.5,56,1
82848.42,26208.08,0.0,7.4,58,0
10000.0,22219.52,8.0,,37,1
73904.24,43331.49,9.0,3.2,28,1
,25150.61,,4.0,65,0
68004.36,26178.99,,4.2,24,0
32088.5,19872.29,5.0,9.3,51,0
68215.4,21887.28,4.0,8.1,22,0
34611.58,26442.87,3.0,10.3,18,0
57951.8,15888.35,1.0,2.1,22,0
45214.62,23907.82,2.0,6.0,28,0
27766.09,6553.22,0.0,0.9,54,0
10000.0,10324.92,0.0,2.9,24,0
75754.54,25720.9,4.0,2.4,46,0
35887.06,29617.04,7.0,,48,0
43537.45,10674.86,4.0,7.6,64,0
63493.49,19647.1,8.0,10.2,31,0
12756.12,12346.17,2.0,8.4,45,0
68539.46,28067.88,2.0,5.8,53,0
58240.22,44362.85,3.0,8.8,64,0
10228.96,9644.76,2.0,,43,0
31101.3,8103.76,0.0,6.0,36,0
78384.16,27429.08,,5.1,44,0
,24007.4,4.0,7.9,50,0
77455.2,25132.61,3.0,,21,0
27055.31,25832.41,5.0,0.0,39,1
